#Week,#Day,Date,seq,Code,Sub_Course_Name,Title,Description,More_Details (main points),Objective,type,general_type,Original Link (Drive/Dropbox/External),Shorten Link (if need),Display_link (github/Others),Previous Bootcamp Display Links,Phase,Skill,DS_step,Unit
5,1,23/2/2025,6,DS089,Machine Learning 101,Usecase 7.1 - Lab,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Enhance Networking and Community Awareness
- Boosting Analytical Discussions",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/t5xwibwhxifuvw1hsk59q/ABcEvfL-uwKjU5j_AArGEHk?rlkey=me51d4jjdmzlxkjlvt8ygaiqv&st=rv76u3mz&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_1_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,1,23/2/2025,7,DS096,Machine Learning 101,Interactive activity,,,,Interactive Activity,Activity,https://www.dropbox.com/scl/fi/x1xe3vr34hmwttcbzomzp/Interactive-Activity_Recap-Lesson-NOT_UPLOADED.paper?rlkey=cf4skzlvnfzt9yd21du4smkbv&st=yf4extkx&dl=0,,,,Usecases Phase,"Data engineering, Machine learning models",Step 5:  Building Machine Learning Models,Unit 3: Machine Learning 101
5,2,24/2/2025,1,DS097,Programming Fundamental  using Python,Concept Explanation Game,,2 student expain the same concept and vote for better explaniation,,Penguin Activity,Activity,,,,,Usecases Phase,Programming,Step 3: Data Quality Checking and Remediation,Unit 3: Machine Learning 101
5,2,24/2/2025,2,DS098,Machine Learning 101,Supervised ML - Classification Models - Decision tree,"Investigate decision trees, a versatile and intuitive machine learning technique for classification and regression tasks.",,"- Comprehend the mechanics of how decision trees split data based on feature values.
- Practice building, evaluating, and tuning decision trees for classification problems.",Main_session,Session,https://www.dropbox.com/scl/fi/bcbek5h27pti0cs1qgbx5/3-Supervised-Classification-Models-Decision-Trees.paper?rlkey=wf4gfbfzmjnnmuxw8j2014dnx&st=2bx6h246&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-22/blob/main/3-_Supervised_Classification_Models_-_Decision_Tre.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,2,24/2/2025,3,DS099,Machine Learning 101,Supervised ML -  Ensemble Models - Random Forest,Explore ensemble learning method that combines multiple decision trees to improve prediction accuracy and control overfitting.,,"- Comprehend how Random Forest aggregates decisions from a collection of trees to boost model performance.
- Learn to train, tune, and evaluate Random Forest models on diverse datasets.",Main_session,Session,"https://www.dropbox.com/scl/fi/s1hspoi8xexmo06u4tz95/4-Ensamble-Models.paper?rlkey=8vdaxyw6obhxs2y0bblx601sj&st=5x60ilsg&dl=0

https://www.dropbox.com/scl/fi/kvkp9nrze6okd87tw5hcz/4-Supervised-Classification-Models-Random-Forest.paper?rlkey=nzpxvvlixdbqgjbcsbpqnlbdh&st=4bq36dol&dl=0",,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-22,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,2,24/2/2025,4,DS092,Machine Learning 101,Usecase 4.2,Build Classification model with real datasets,,,Usecase,Usecases,https://www.dropbox.com/scl/fo/75b8a9ib12v4lz9einom6/ABGoMq7CntwZGEk1zaBvNK0?rlkey=wcrwxj3t4rbmw66vc8cypwi8n&st=i37by6ow&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_2.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,2,24/2/2025,5,DS089,Machine Learning 101,Usecase 7.1 - Lab,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Enhance Networking and Community Awareness
- Boosting Analytical Discussions",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/t5xwibwhxifuvw1hsk59q/ABcEvfL-uwKjU5j_AArGEHk?rlkey=me51d4jjdmzlxkjlvt8ygaiqv&st=rv76u3mz&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_1_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,3,25/2/2025,1,DS102,Real-World Insights from a Data Science Expert,What data scientists say over world?,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Enhance Networking and Community Awareness
- Boosting Analytical Discussions",Penguin Activity,Activity,https://sdaia.gov.sa/ar/MediaCenter/KnowledgeCenter/RadarChart/index.html,,,https://sdaia.gov.sa/ar/MediaCenter/KnowledgeCenter/RadarChart/index.html,Usecases Phase,"Data Manipulation and Analysis (working with data), Machine learning models","Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 5:  Building Machine Learning Models, Step 6: Model Evaluation, Step 7: Communicating Results",Unit 3: Machine Learning 101
5,3,25/2/2025,2,DS101,Machine Learning 101,Supervised ML -  SVM model,Learn arobust machine learning algorithm used for both regression and classification challenges,,"- Understand the fundamental concepts of SVM and how it can be applied to different types of data.
- Learn to implement SVM for regression (SVR) and classification (SVC), and fine-tune the model parameters for optimal performance.",Main_session,Session,https://www.dropbox.com/scl/fi/w7oir7ozxhhaogj7u3goe/DS101-Supervised-Classification-Models-Support-Vector-Machines.paper?rlkey=9imdef8voh38mxns5x7prgsb4&st=s2vwomos&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-23/blob/main/DS101-Supervised_Classification_Models_-Support_Ve.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,3,25/2/2025,3,DS092,Machine Learning 101,Usecase 4.2,Build Classification model with real datasets,,,Usecase,Usecases,https://www.dropbox.com/scl/fo/75b8a9ib12v4lz9einom6/ABGoMq7CntwZGEk1zaBvNK0?rlkey=wcrwxj3t4rbmw66vc8cypwi8n&st=i37by6ow&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_2.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,3,25/2/2025,4,,,Real-World Insights from a Data Science Expert,Behind the Data: Real-World Insights from a Data Science Expert,"A session with a distinguished data science expert, who will share their firsthand experiences and insights from their career in the field. This talk is designed to bridge the gap between theoretical knowledge and practical application","- Understand how data science drives decisions and innovation in various sectors such as finance, healthcare, and technology.
- Dive into the most commonly used data science concepts and tools that are essential for tackling day-to-day challenges in the field.
- Learn about effective data collection, processing, and analysis strategies that lead to successful outcomes in complex projects.
- Gain valuable advice on building a successful career in data science, including tips on essential skills, continuing education, and industry trends.",Side_session,Session,,,,,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,3,25/2/2025,5,DS089,Machine Learning 101,Usecase 7.1 - Lab,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Enhance Networking and Community Awareness
- Boosting Analytical Discussions",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/t5xwibwhxifuvw1hsk59q/ABcEvfL-uwKjU5j_AArGEHk?rlkey=me51d4jjdmzlxkjlvt8ygaiqv&st=rv76u3mz&dl=0,,,,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,4,26/2/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,4,26/2/2025,2,DS103,Machine Learning 101,Supervised ML - Knn Model,"Gain insight into the k-Nearest Neighbors (KNN) algorithm, a simple yet effective approach for both regression and classification problems.",,"- Grasp the workings of the KNN algorithm and its application in predicting continuous and categorical outcomes.
- Practice implementing KNN for various datasets and learn to select the optimal number of neighbors.",Main_session,Session,https://www.dropbox.com/scl/fi/2qobd8gg2z7rb61j3wtos/7-Supervised-Classification-Models-K-Nearest-Neighbors-KNN.paper?rlkey=ht7tz22qrzympr2xrmlxxxcm5&st=7zf4ax45&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-24/blob/main/DS103-Supervised_Classification_Models_-_K-Nearest.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,4,26/2/2025,4,DS104,Machine Learning 101,Usecase 4.2,Build Classification model with real datasets,,"- Understand Classification Techniques
- Data Exploration and Preprocessing
- Feature Selection
- Model Building and Training
- Model Evaluation
- Interpretation of Results
- Hands-on Implementation",Usecase,Usecases,https://www.dropbox.com/scl/fo/75b8a9ib12v4lz9einom6/ABGoMq7CntwZGEk1zaBvNK0?rlkey=wcrwxj3t4rbmw66vc8cypwi8n&st=i37by6ow&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase_4_2.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,4,26/2/2025,5,DS105,Machine Learning 101,Usecase 7.1 - Lab,Let's spend the next 15 minutes reviewing what data scientists around the world are saying about the field and learning from their insights.,,"- Understand Diverse Perspectives
- Learn About Real-World Applications
- Inspire Critical Thinking and Innovation
- Enhance Networking and Community Awareness
- Boosting Analytical Discussions",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/t5xwibwhxifuvw1hsk59q/ABcEvfL-uwKjU5j_AArGEHk?rlkey=me51d4jjdmzlxkjlvt8ygaiqv&st=rv76u3mz&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_1_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,1,DS095,Machine Learning 101,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,2,DS106,Machine Learning 102,Intro to unsupervised learning,"Dive into unsupervised learning, the class of machine learning techniques designed to identify patterns and structures in unlabeled data.",,"- Understand the core concepts and different types of unsupervised learning algorithms.
- Explore real-world applications where unsupervised learning can provide valuable insights.",Main_session,Session,https://www.dropbox.com/scl/fi/qds0fcrwixgkpmmc5wmeq/DS107-Unsupervised-Models-K-Means.paper?rlkey=v47w6nd72jh5b36h1tdn7lrot&st=oshw88bt&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-25/blob/main/DS107-Unsupervised_Models_-_K-Means.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,3,DS107,Machine Learning 102,Unsupervised ML - Kmeans model,"Learn about K-Means, a popular clustering algorithm that partitions data into distinct groups based on similarity.",,"- Grasp the principles and algorithmic steps of the K-Means technique.
- Apply the K-Means algorithm to datasets and interpret the clustering results.",Main_session,Session,https://www.dropbox.com/scl/fi/qds0fcrwixgkpmmc5wmeq/DS107-Unsupervised-Models-K-Means.paper?rlkey=v47w6nd72jh5b36h1tdn7lrot&st=oshw88bt&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-25/blob/main/DS107-Unsupervised_Models_-_K-Means.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,4,DS087,Machine Learning 101,Project 4,Introduction to a project that applies the supervised machine learning model on a real-world use case.,Usecase 6.1 - Project 4 Or kaggle competition,,Usecase - Project,Usecases,https://www.kaggle.com/competitions/playground-series-s4e5/overview,,,https://www.kaggle.com/competitions/house-prices-advanced-regression-techniques/data,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,5,DS108,Machine Learning 102,Usecase 4.3,Build Clustering model with real datasets,,"- Prepare the used cars dataset for clustering analysis.
- Explore and visualize the dataset to understand its characteristics.
- Select appropriate features and preprocess data for clustering.
- Implement clustering algorithms such as K-means or DBSCAN.
- Evaluate and interpret clustering results.
- Use clustering models to gain insights into car segmentation.
- Apply clustering techniques to identify meaningful car groups.
- Discuss the implications of clustering results for business or analysis purposes.",Usecase,Usecases,https://www.dropbox.com/scl/fo/7f3wb79tva65sc4h0rbr5/AN-cxnqZpazJceyhYcjzFmI?rlkey=swfqbuvgawi466r9r5h9bibg1&st=1wndu2as&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase%20cards/Usecase_4_3.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,6,DS109,Machine Learning 102,Usecase 7.2 - Lab,Implement clustering models on real-world datasets,,"- Prepare the football players dataset by cleaning and preprocessing the data.
- Implement clustering algorithms such as K-means or hierarchical clustering.
- Evaluate the performance of the clustering models using appropriate metrics.
- Interpret and analyze the clusters to identify distinct player groups.
- Discuss the practical implications of the clustering results for player analysis or team strategy.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/szjrv5lo1ucotsuximqam/ACShXvyK8G6MTxZE5vdpcMQ?rlkey=au8j61yl3me6c2n3a1k09k835&st=6tlh7rzw&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_2_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
5,5,27/2/2025,7,DS110,Machine Learning 102,Week Activity,"Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",,"- Review the week's content, reinforcing understanding through interactive activity while encouraging teamwork and identifying areas for further review.",Week Activity,Activity,,,,kahoot.it,Usecases Phase,"Statistics , Data visualization, Data Manipulation and Analysis (working with data)","Step 1: Defining the Problem Statement, Step 3: Data Quality Checking and Remediation, Step 4: Exploratory Data Analysis, Step 7: Communicating Results",Unit 3: Machine Learning 101
6,1,2/3/2025,1,DS031,Engagement Content,Week Champion Announcement,,,"- Encourage students to write clean, efficient, and well-documented code 
- Encourage students to help each other 
- Inspire students to continuously improve their skills and knowledge 
- Create an environment where students feel supported and encouraged to seek help and offer assistance 
- Instill the value of healthy competition where students strive to do their best while maintaining respect and support for their peers.",Side_session,Session,,,,,Usecases Phase,-,-,Unit 3: Machine Learning 101
6,1,2/3/2025,2,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 3: Machine Learning 101
6,1,2/3/2025,3,DS111,"Machine Learning 101, Machine Learning 102",Journey Through Machine Learning: Quiz Your Knowledge!,"Test your knowledge of machine learning principles, algorithms, and applications with this engaging quiz designed for enthusiasts and experts alike",,"- Assess understanding of machine learning principles and algorithms.
- Evaluate knowledge across various applications of machine learning.
- Engage participants with an interactive and stimulating quiz format.
- Encourage learning and reinforcement of machine learning concepts.
- Cater to both enthusiasts and experts with varied difficulty levels.
- Provide an opportunity for self-assessment and learning.",Quiz,Assessment,https://www.dropbox.com/scl/fi/9e9hnv7iozeb60vfjblwk/DS-Bootcamp-Quiz-3.paper?rlkey=t4lbwi9cpaaq3c6q7kesopl20&dl=0,https://forms.gle/ta7HowkDnoFZqVzr5,,https://forms.gle/ta7HowkDnoFZqVzr5,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 3: Machine Learning 101
6,1,2/3/2025,4,DS112,Machine Learning 102,Unsupervised ML - DBSCAN Model,"Investigate Density-Based Spatial Clustering of Applications with Noise (DBSCAN), a clustering algorithm that excels in finding high-density areas and separating outliers.",,"- Understand the concept of density-based clustering and the parameters of DBSCAN.
- Implement DBSCAN to identify arbitrarily shaped clusters and handle noise in complex datasets.",Main_session,Session,https://www.dropbox.com/scl/fi/fch2pasaqfi1dk2p2kblk/DS112-Unsupervised-Models-DBSCAN.paper?rlkey=gvhudpzojln0bpksqcrozrbbf&st=0r645vxg&dl=0,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-26/blob/main/DS112_-_Unsupervised_Models_-_DBSCAN.pdf,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-26/blob/main/DS112_-_Unsupervised_Models_-_DBSCAN.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
6,1,2/3/2025,5,DS113,Machine Learning 102,Model evaluation 3 - Clustering models,"Explore various methods to evaluate the performance and validity of clustering results, ensuring the most meaningful partitioning of data.",,"- Learn to use metrics like silhouette score and elbow method for assessing cluster quality.
- Apply these evaluation techniques to determine the optimal number of clusters and validate clustering models.",Main_session,Session,https://www.dropbox.com/scl/fi/mudqry0n7ke6lbdu7ho2f/DS113-Model-evaluation-3-Clustering-Models.paper?rlkey=0ww3nusl6sf3l6m1zrmdph1a4&st=hx6yydey&dl=0,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-26/blob/main/DS113-_Model_evaluation_3_-_Clustering_Models.pdf,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-26/blob/main/DS113-_Model_evaluation_3_-_Clustering_Models.pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
6,1,2/3/2025,6,DS108,Machine Learning 102,Usecase 4.3,Build Clustering model with real datasets,,"- Prepare the used cars dataset for clustering analysis.
- Explore and visualize the dataset to understand its characteristics.
- Select appropriate features and preprocess data for clustering.
- Implement clustering algorithms such as K-means or DBSCAN.
- Evaluate and interpret clustering results.
- Use clustering models to gain insights into car segmentation.
- Apply clustering techniques to identify meaningful car groups.
- Discuss the implications of clustering results for business or analysis purposes.",Usecase,Usecases,https://www.dropbox.com/scl/fo/7f3wb79tva65sc4h0rbr5/AN-cxnqZpazJceyhYcjzFmI?rlkey=swfqbuvgawi466r9r5h9bibg1&st=1wndu2as&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase%20cards/Usecase_4_3.pdf,Usecases Phase,Software engineering,Step 8: Model Deployment,Unit 3: Machine Learning 101
6,1,2/3/2025,7,DS109,Machine Learning 102,Usecase 7.2 - Lab,Implement clustering models on real-world datasets,,"- Prepare the football players dataset by cleaning and preprocessing the data.
- Implement clustering algorithms such as K-means or hierarchical clustering.
- Evaluate the performance of the clustering models using appropriate metrics.
- Interpret and analyze the clusters to identify distinct player groups.
- Discuss the practical implications of the clustering results for player analysis or team strategy.",Usecase - Lab,Usecases,https://www.dropbox.com/scl/fo/szjrv5lo1ucotsuximqam/ACShXvyK8G6MTxZE5vdpcMQ?rlkey=au8j61yl3me6c2n3a1k09k835&st=6tlh7rzw&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-7/blob/main/Usecase_7_2_-_(Lab).pdf,Usecases Phase,Machine learning models,"Step 5:  Building Machine Learning Models, Step 6: Model Evaluation",Unit 3: Machine Learning 101
6,2,3/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 5: Mlops
6,2,3/3/2025,2,DS118,Data Collection, Data Collecting - SQL,Understand the fundamentals of using Structured Query Language (SQL) to efficiently retrieve and manipulate data stored in relational databases.,,"- Learn the fundamental syntax and commands of Structured Query Language (SQL).
- Understand how to retrieve data using SELECT statements.
- Gain proficiency in filtering, sorting, and aggregating data with SQL queries.
- Explore techniques for manipulating data with INSERT, UPDATE, and DELETE statements.
- Practice joining tables to combine data from multiple sources.",Main_session,Session,https://www.dropbox.com/scl/fo/on226j1msj6i5b0vq70eg/ADD_UAGcc7aPreVEfilTpvU?rlkey=b0blmovs4ng73oe62gqde0c30&st=033jah4b&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-27,Usecases Phase,"Programming, Data Storage and Retrieval",Step 2: Collecting Data,Unit 5: Mlops
6,2,3/3/2025,3,DS119,Data Collection,Hands-on Session ,Students will apply the concepts and techniques they've learned in the main session to real-world problems,,"- Master basic to advanced SQL queries for data extraction, filtering, and aggregation.
- Learn to join multiple tables and work with subqueries to collect comprehensive datasets for analysis.",Hands-on_Session,Practical exercise,,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-27,Usecases Phase,"Programming, Data Storage and Retrieval",Step 2: Collecting Data,Unit 5: Mlops
6,2,3/3/2025,4,DS120,Data Collection,Interactive Practice ,,,,Interactive Activity,Activity,https://github.com/Tuwaiq-DS-ML-bootcamp-V-6/Lessons/blob/main/Week-6/Day%201/4-%20Interactive%20Practice.pdf,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-27,Usecases Phase,"Programming, Data Storage and Retrieval",Step 2: Collecting Data,Unit 5: Mlops
6,3,4/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 5: Mlops
6,3,4/3/2025,2,DS115,Data Collection,Data Collecting - Web Scraping,"Learn the techniques of web scraping to programmatically collect data from websites, enabling the extraction of vast amounts of information from the internet.",,- Acquire the skills to use web scraping tools and libraries like Beautiful Soup,Main_session,Session,https://www.dropbox.com/scl/fi/u35chpslviqq6qe8j0r3q/DS115-Data-Collection-Web-Scrapping.paper?rlkey=yur0e9x6nkg4hrsdq5n8y06dh&st=iqr2p8wk&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Day-28/blob/main/DS115-_Data_Collection_%26_Web_Scrapping.pdf,Usecases Phase,"Programming, Data Storage and Retrieval",Step 2: Collecting Data,Unit 5: Mlops
6,3,4/3/2025,3,DS116,Data Collection,Usecase 4.4,Students will apply the concepts and techniques they've learned in the main session to real-world problems,,"- Master basic to advanced SQL queries for data extraction, filtering, and aggregation.
- Learn to join multiple tables and work with subqueries to collect comprehensive datasets for analysis.",Hands-on_Session,Practical exercise,https://www.dropbox.com/scl/fo/jnfddqvwpjgsro31a2qwd/AEU-Ena0z5I4tvMFTvVIYz0?rlkey=bkqnsihnvlfsy7heodvffvoes&st=zyoklxj0&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-4/blob/main/Usecase%20cards/Usecase_4_4.pdf,Usecases Phase,"Programming, Data Storage and Retrieval",Step 2: Collecting Data,Unit 5: Mlops
6,3,4/3/2025,4,DS117,"Machine Learning 102, Data Collection",Usecase 8 - Project 5,Introduction to a project that applies scrapping tools to collect data to build unsupervised model,,"- Introduce the project's objective of using web scraping tools to gather data.
- Explain the relevance of web scraping in collecting diverse datasets for unsupervised learning.
- Outline the steps involved in scraping data and preparing it for model building.",Usecase - Project,Usecases,https://www.dropbox.com/scl/fo/bhtpupcaxt0o5m2tsxt8e/APs8P3zPxfMpZhpe4ID9wa4?rlkey=ti5tsmgviw84yj9ujvjl44ita&st=acugb5o5&dl=0,,,https://github.com/Tuwaiq-DS-ML-bootcamp-V-8/Usecase-8-Project-5/blob/main/Usecase_8_-_(Project_5).pdf,Usecases Phase,"Software engineering,
Programming,
Data Storage and Retrieval,
Data Manipulation and Analysis (working with data),
Statistics,
Data visualization,
Machine learning models","Step 1: Defining the Problem Statement,
Step 2: Collecting Data,
Step 3: Data Quality Checking and Remediation,
Step 4: Exploratory Data Analysis,
Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation,
Step 7: Communicating Results,
Step 8: Model Deployment",Unit 5: Mlops
6,4,5/3/2025,1,DS095,Machine Learning 102,Lighting talk ,Explore the latest advancements in machine learning algorithms that enhance predictive accuracy and computational efficiency in 5 min talk,,"- Research recent advancements in machine learning algorithms.
- Identify key features and innovations of new algorithms.
- Understand how these advancements improve predictive accuracy.
- Understand how these advancements enhance computational efficiency.
- Practice public speaking and presentation skills
- Distill thoughts to focus on main aspects
- Improve Time Management
- Learn from diverse topics and perspectives",Side_session,Session,,,,,Usecases Phase,"Soft Skills,
Machine learning models","Step 5:  Building Machine Learning Models,
Step 6: Model Evaluation",Unit 5: Mlops
